Game Number,Move Number,Player,Move,Board,Comment
2,41,White,g2g3,". r . r . . k .
. . q . . p p p
. . p b p n . .
p . . . . . . .
. . P B . . . .
. P Q . . B . .
P . . . . P P P
. . . R . R K .","White simply defends his pawn and ""asks"" Black if he can manage to do as well."
2,42,Black,c6c5,". r . r . . k .
. . q . . p p p
. . p b p n . .
p . . . . . . .
. . P B . . . .
. P Q . . B P .
P . . . . P . P
. . . R . R K .",
2,43,White,d4f6,". r . r . . k .
. . q . . p p p
. . . b p n . .
p . p . . . . .
. . P B . . . .
. P Q . . B P .
P . . . . P . P
. . . R . R K .",
2,44,Black,g7f6,". r . r . . k .
. . q . . p p p
. . . b p B . .
p . p . . . . .
. . P . . . . .
. P Q . . B P .
P . . . . P . P
. . . R . R K .",
2,45,White,c3f6,". r . r . . k .
. . q . . p . p
. . . b p p . .
p . p . . . . .
. . P . . . . .
. P Q . . B P .
P . . . . P . P
. . . R . R K .",
2,46,Black,d6e7,". r . r . . k .
. . q . . p . p
. . . b p Q . .
p . p . . . . .
. . P . . . . .
. P . . . B P .
P . . . . P . P
. . . R . R K .",
2,47,White,f6h6,". r . r . . k .
. . q . b p . p
. . . . p Q . .
p . p . . . . .
. . P . . . . .
. P . . . B P .
P . . . . P . P
. . . R . R K .","White has won the pawn, weakened Ph7 and now plans Bf3-e4 (where else could the bishop be of use?) ."
2,48,Black,c7e5,". r . r . . k .
. . q . b p . p
. . . . p . . Q
p . p . . . . .
. . P . . . . .
. P . . . B P .
P . . . . P . P
. . . R . R K .",
2,49,White,d1e1,". r . r . . k .
. . . . b p . p
. . . . p . . Q
p . p . q . . .
. . P . . . . .
. P . . . B P .
P . . . . P . P
. . . R . R K .",White tries to get Bf3-e4 without allowing Black to undercut the effort by ...Rd8xd1.
2,50,Black,e5f6,". r . r . . k .
. . . . b p . p
. . . . p . . Q
p . p . q . . .
. . P . . . . .
. P . . . B P .
P . . . . P . P
. . . . R R K .",
2,51,White,h6h5,". r . r . . k .
. . . . b p . p
. . . . p q . Q
p . p . . . . .
. . P . . . . .
. P . . . B P .
P . . . . P . P
. . . . R R K .",
2,52,Black,e7f8,". r . r . . k .
. . . . b p . p
. . . . p q . .
p . p . . . . Q
. . P . . . . .
. P . . . B P .
P . . . . P . P
. . . . R R K .",
2,53,White,e1e4,". r . r . b k .
. . . . . p . p
. . . . p q . .
p . p . . . . Q
. . P . . . . .
. P . . . B P .
P . . . . P . P
. . . . R R K .",
2,54,Black,d8d4,". r . r . b k .
. . . . . p . p
. . . . p q . .
p . p . . . . Q
. . P . R . . .
. P . . . B P .
P . . . . P . P
. . . . . R K .",
2,55,White,e4d4,". r . . . b k .
. . . . . p . p
. . . . p q . .
p . p . . . . Q
. . P r R . . .
. P . . . B P .
P . . . . P . P
. . . . . R K .",
2,56,Black,f6d4,". r . . . b k .
. . . . . p . p
. . . . p q . .
p . p . . . . Q
. . P R . . . .
. P . . . B P .
P . . . . P . P
. . . . . R K .","preferring not to let White have a three-to-one queen-side pawn majority, even in exchange for a good passed central pawn"
2,57,White,f1e1,". r . . . b k .
. . . . . p . p
. . . . p . . .
p . p . . . . Q
. . P q . . . .
. P . . . B P .
P . . . . P . P
. . . . . R K .",
2,58,Black,d4f6,". r . . . b k .
. . . . . p . p
. . . . p . . .
p . p . . . . Q
. . P q . . . .
. P . . . B P .
P . . . . P . P
. . . . R . K .",clearing the d-file in preparation for ...Rb8-d8
2,59,White,e1e4,". r . . . b k .
. . . . . p . p
. . . . p q . .
p . p . . . . Q
. . P . . . . .
. P . . . B P .
P . . . . P . P
. . . . R . K .","but, White's king-side attack comes first"
2,60,Black,f8g7,". r . . . b k .
. . . . . p . p
. . . . p q . .
p . p . . . . Q
. . P . R . . .
. P . . . B P .
P . . . . P . P
. . . . . . K .",
2,61,White,e4f4,". r . . . . k .
. . . . . p b p
. . . . p q . .
p . p . . . . Q
. . P . R . . .
. P . . . B P .
P . . . . P . P
. . . . . . K .",
2,62,Black,f6e7,". r . . . . k .
. . . . . p b p
. . . . p q . .
p . p . . . . Q
. . P . . R . .
. P . . . B P .
P . . . . P . P
. . . . . . K .",
2,63,White,f4h4,". r . . . . k .
. . . . q p b p
. . . . p . . .
p . p . . . . Q
. . P . . R . .
. P . . . B P .
P . . . . P . P
. . . . . . K .",
2,64,Black,h7h6,". r . . . . k .
. . . . q p b p
. . . . p . . .
p . p . . . . Q
. . P . . . . R
. P . . . B P .
P . . . . P . P
. . . . . . K .",
2,65,White,h4g4,". r . . . . k .
. . . . q p b .
. . . . p . . p
p . p . . . . Q
. . P . . . . R
. P . . . B P .
P . . . . P . P
. . . . . . K .",
2,66,Black,f7f5,". r . . . . k .
. . . . q p b .
. . . . p . . p
p . p . . . . Q
. . P . . . R .
. P . . . B P .
P . . . . P . P
. . . . . . K .",
2,67,White,g4g6,". r . . . . k .
. . . . q . b .
. . . . p . . p
p . p . . p . Q
. . P . . . R .
. P . . . B P .
P . . . . P . P
. . . . . . K .",courageous or risky? White threatens Qh5xh6 or Rg6xe6 with Bf3-d5 to follow.
2,68,Black,g8h7,". r . . . . k .
. . . . q . b .
. . . . p . R p
p . p . . p . Q
. . P . . . . .
. P . . . B P .
P . . . . P . P
. . . . . . K .",
2,69,White,g3g4,". r . . . . . .
. . . . q . b k
. . . . p . R p
p . p . . p . Q
. . P . . . . .
. P . . . B P .
P . . . . P . P
. . . . . . K .",White has to pry the position open before Rg6 is completely trapped and lost.
2,70,Black,b8f8,". r . . . . . .
. . . . q . b k
. . . . p . R p
p . p . . p . Q
. . P . . . P .
. P . . . B . .
P . . . . P . P
. . . . . . K .",
2,71,White,g4f5,". . . . . r . .
. . . . q . b k
. . . . p . R p
p . p . . p . Q
. . P . . . P .
. P . . . B . .
P . . . . P . P
. . . . . . K .",
2,72,Black,f8f5,". . . . . r . .
. . . . q . b k
. . . . p . R p
p . p . . P . Q
. . P . . . . .
. P . . . B . .
P . . . . P . P
. . . . . . K .",
2,73,White,f3e4,". . . . . . . .
. . . . q . b k
. . . . p . R p
p . p . . r . Q
. . P . . . . .
. P . . . B . .
P . . . . P . P
. . . . . . K .",
2,74,Black,f5h5,". . . . . . . .
. . . . q . b k
. . . . p . R p
p . p . . r . Q
. . P . B . . .
. P . . . . . .
P . . . . P . P
. . . . . . K .",
2,75,White,g6e6,". . . . . . . .
. . . . q . b k
. . . . p . R p
p . p . . . . r
. . P . B . . .
. P . . . . . .
P . . . . P . P
. . . . . . K .",
2,76,Black,h7h8,". . . . . . . .
. . . . q . b k
. . . . R . . p
p . p . . . . r
. . P . B . . .
. P . . . . . .
P . . . . P . P
. . . . . . K .",
2,77,White,e6e7,". . . . . . . k
. . . . q . b .
. . . . R . . p
p . p . . . . r
. . P . B . . .
. P . . . . . .
P . . . . P . P
. . . . . . K .","So, they've both survived the confusion and White has the extra pawn, but there are no queens and the bishops travel on different colors. Only the simple back rank mate threat is a concern."
2,78,Black,h5e5,". . . . . . . k
. . . . R . b .
. . . . . . . p
p . p . . . . r
. . P . B . . .
. P . . . . . .
P . . . . P . P
. . . . . . K .",In one stroke Black forces further simplification while avoiding Re7-e8#.
2,79,White,e7e5,". . . . . . . k
. . . . R . b .
. . . . . . . p
p . p . r . . .
. . P . B . . .
. P . . . . . .
P . . . . P . P
. . . . . . K .",
2,80,Black,g7e5,". . . . . . . k
. . . . . . b .
. . . . . . . p
p . p . R . . .
. . P . B . . .
. P . . . . . .
P . . . . P . P
. . . . . . K .",
2,81,White,g1g2,". . . . . . . k
. . . . . . . .
. . . . . . . p
p . p . b . . .
. . P . B . . .
. P . . . . . .
P . . . . P . P
. . . . . . K .",
2,82,Black,h8g7,". . . . . . . k
. . . . . . . .
. . . . . . . p
p . p . b . . .
. . P . B . . .
. P . . . . . .
P . . . . P K P
. . . . . . . .",
2,83,White,e4b1,". . . . . . . .
. . . . . . k .
. . . . . . . p
p . p . b . . .
. . P . B . . .
. P . . . . . .
P . . . . P K P
. . . . . . . .",
2,84,Black,g7f6,". . . . . . . .
. . . . . . k .
. . . . . . . p
p . p . b . . .
. . P . . . . .
. P . . . . . .
P . . . . P K P
. B . . . . . .",
2,85,White,h2h4,". . . . . . . .
. . . . . . . .
. . . . . k . p
p . p . b . . .
. . P . . . . .
. P . . . . . .
P . . . . P K P
. B . . . . . .",
2,86,Black,e5f4,". . . . . . . .
. . . . . . . .
. . . . . k . p
p . p . b . . .
. . P . . . . P
. P . . . . . .
P . . . . P K .
. B . . . . . .",
2,87,White,g2f3,". . . . . . . .
. . . . . . . .
. . . . . k . p
p . p . . . . .
. . P . . b . P
. P . . . . . .
P . . . . P K .
. B . . . . . .",
2,88,Black,f6e5,". . . . . . . .
. . . . . . . .
. . . . . k . p
p . p . . . . .
. . P . . b . P
. P . . . K . .
P . . . . P . .
. B . . . . . .",
2,89,White,f3g4,". . . . . . . .
. . . . . . . .
. . . . . . . p
p . p . k . . .
. . P . . b . P
. P . . . K . .
P . . . . P . .
. B . . . . . .",
2,90,Black,f4c1,". . . . . . . .
. . . . . . . .
. . . . . . . p
p . p . k . . .
. . P . . b K P
. P . . . . . .
P . . . . P . .
. B . . . . . .",
2,91,White,f2f3,". . . . . . . .
. . . . . . . .
. . . . . . . p
p . p . k . . .
. . P . . . K P
. P . . . . . .
P . . . . P . .
. B b . . . . .",
2,92,Black,c1d2,". . . . . . . .
. . . . . . . .
. . . . . . . p
p . p . k . . .
. . P . . . K P
. P . . . P . .
P . . . . . . .
. B b . . . . .",
2,93,White,g4h5,". . . . . . . .
. . . . . . . .
. . . . . . . p
p . p . k . . .
. . P . . . K P
. P . . . P . .
P . . b . . . .
. B . . . . . .",
2,94,Black,e5f6,". . . . . . . .
. . . . . . . .
. . . . . . . p
p . p . k . . K
. . P . . . . P
. P . . . P . .
P . . b . . . .
. B . . . . . .",
2,95,White,b1c2,". . . . . . . .
. . . . . . . .
. . . . . k . p
p . p . . . . K
. . P . . . . P
. P . . . P . .
P . . b . . . .
. B . . . . . .",
2,96,Black,d2c1,". . . . . . . .
. . . . . . . .
. . . . . k . p
p . p . . . . K
. . P . . . . P
. P . . . P . .
P . B b . . . .
. . . . . . . .",
2,97,White,c2e4,". . . . . . . .
. . . . . . . .
. . . . . k . p
p . p . . . . K
. . P . . . . P
. P . . . P . .
P . B . . . . .
. . b . . . . .",
2,98,Black,c1d2,". . . . . . . .
. . . . . . . .
. . . . . k . p
p . p . . . . K
. . P . B . . P
. P . . . P . .
P . . . . . . .
. . b . . . . .",
2,99,White,e4d5,". . . . . . . .
. . . . . . . .
. . . . . k . p
p . p . . . . K
. . P . B . . P
. P . . . P . .
P . . b . . . .
. . . . . . . .",
2,100,Black,d2c1,". . . . . . . .
. . . . . . . .
. . . . . k . p
p . p B . . . K
. . P . . . . P
. P . . . P . .
P . . b . . . .
. . . . . . . .",
2,101,White,a2a4,". . . . . . . .
. . . . . . . .
. . . . . k . p
p . p B . . . K
. . P . . . . P
. P . . . P . .
P . . . . . . .
. . b . . . . .",
2,102,Black,c1e3,". . . . . . . .
. . . . . . . .
. . . . . k . p
p . p B . . . K
P . P . . . . P
. P . . . P . .
. . . . . . . .
. . b . . . . .",
2,103,White,d5g8,". . . . . . . .
. . . . . . . .
. . . . . k . p
p . p B . . . K
P . P . . . . P
. P . . b P . .
. . . . . . . .
. . . . . . . .",
2,104,Black,e3d2,". . . . . . B .
. . . . . . . .
. . . . . k . p
p . p . . . . K
P . P . . . . P
. P . . b P . .
. . . . . . . .
. . . . . . . .",
3,1,White,c2c4,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . . . . .
. . . . . . . .
P P P P P P P P
R N B Q K B N R",
3,2,Black,g8f6,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . P . . . . .
. . . . . . . .
P P . P P P P P
R N B Q K B N R",
3,3,White,b1c3,"r n b q k b . r
p p p p p p p p
. . . . . n . .
. . . . . . . .
. . P . . . . .
. . . . . . . .
P P . P P P P P
R N B Q K B N R","Since White hasn't yet ""declared"" where Pd2 will be advanced it's not yet clear whether Bf1 will move to g2 (to complement Pc4) or, after d2-d4, go to d3 where it might threaten Black's king-side. Black's next is an ordinary good development move which happens to impede d2-d4 and might be used later ( by ...e5-e4) to fight White's light square bishop. Naturally Black has various plans at his disposal. This is just one. White won't get much of a clue about Black's intentions, so he has to decide what kind of position he wants and go for it."
3,4,Black,e7e5,"r n b q k b . r
p p p p p p p p
. . . . . n . .
. . . . . . . .
. . P . . . . .
. . N . . . . .
P P . P P P P P
R . B Q K B N R","Kasparov has played the King's Indian Defense extensively, but not recently. He's also played the Gruenfeld Defense, but 2...d5 isn't considered all that good, so he finds another choice."
3,5,White,g1f3,"r n b q k b . r
p p p p . p p p
. . . . . n . .
. . . . p . . .
. . P . . . . .
. . N . . . . .
P P . P P P P P
R . B Q K B N R",
3,6,Black,b8c6,"r n b q k b . r
p p p p . p p p
. . . . . n . .
. . . . p . . .
. . P . . . . .
. . N . . N . .
P P . P P P P P
R . B Q K B . R",
3,7,White,e2e4,"r . b q k b . r
p p p p . p p p
. . n . . n . .
. . . . p . . .
. . P . . . . .
. . N . . N . .
P P . P P P P P
R . B Q K B . R","This certainly weakens the c5-f2 diagonal and makes it less possible to utilize Bf1 offensively, unless he can also achieve d2-d4 without his position falling apart."
3,8,Black,f8b4,"r . b q k b . r
p p p p . p p p
. . n . . n . .
. . . . p . . .
. . P . P . . .
. . N . . N . .
P P . P . P P P
R . B Q K B . R","Kasparov keeps the pressure on. This is usually intended to get rid of Nc3, so Black won't have to worry about Nc3-d5. However, in this position it threatens to undermine Pe4. That causes White to postpone d2-d4."
3,9,White,d2d3,"r . b q k . . r
p p p p . p p p
. . n . . n . .
. . . . p . . .
. b P . P . . .
. . N . . N . .
P P . P . P P P
R . B Q K B . R",
3,10,Black,d7d6,"r . b q k . . r
p p p p . p p p
. . n . . n . .
. . . . p . . .
. b P . P . . .
. . N P . N . .
P P . . . P P P
R . B Q K B . R",
3,11,White,h2h3,"r . b q k . . r
p p p . . p p p
. . n p . n . .
. . . . p . . .
. b P . P . . .
. . N P . N . .
P P . . . P P P
R . B Q K B . R","He seems intent on limiting Bc8, but in so doing sets up his own position as a target. It's already getting difficult to find a great plan for White. Expanding on the queen-side by a2-a3 would have to be prefaced with Bc1-d2 and Black could generate some king-side offense before that expansion ever becomes a threat. Essentially Black has three minor pieces ready to fight on the king-side (Nc6, Bc8, Nf6) , whereas White has two (Nf3 and Bc1) ."
3,12,Black,e8g8,"r . b q k . . r
p p p . . p p p
. . n p . n . .
. . . . p . . .
. b P . P . . .
. . N P . N . P
P P . . . P P .
R . B Q K B . R",
3,13,White,f1e2,"r . b q . r k .
p p p . . p p p
. . n p . n . .
. . . . p . . .
. b P . P . . .
. . N P . N . P
P P . . . P P .
R . B Q K B . R",
3,14,Black,c6e7,"r . b q . r k .
p p p . . p p p
. . n p . n . .
. . . . p . . .
. b P . P . . .
. . N P . N . P
P P . . B P P .
R . B Q K . . R","He's apparently decided he can't play on the wing and must fight in the center with ...c7-c6, ...d6-d5, but to do that he has to reorganize a bit."
3,15,White,e1g1,"r . b q . r k .
p p p . n p p p
. . . p . n . .
. . . . p . . .
. b P . P . . .
. . N P . N . P
P P . . B P P .
R . B Q K . . R",
3,16,Black,c7c6,"r . b q . r k .
p p p . n p p p
. . . p . n . .
. . . . p . . .
. b P . P . . .
. . N P . N . P
P P . . B P P .
R . B Q . R K .",
3,17,White,a2a3,"r . b q . r k .
p p . . n p p p
. . p p . n . .
. . . . p . . .
. b P . P . . .
. . N P . N . P
P P . . B P P .
R . B Q . R K .",
3,18,Black,b4c3,"r . b q . r k .
p p . . n p p p
. . p p . n . .
. . . . p . . .
. b P . P . . .
P . N P . N . P
. P . . B P P .
R . B Q . R K .",
3,19,White,b2c3,"r . b q . r k .
p p . . n p p p
. . p p . n . .
. . . . p . . .
. . P . P . . .
P . b P . N . P
. P . . B P P .
R . B Q . R K .","White will have use of the open file, but in an endgame, or late middle-game, his pawns might be targets. On the king-side White's pieces are pretty well situated to meet the oncoming attack, but can do nothing aggressive."
3,20,Black,e7g6,"r . b q . r k .
p p . . n p p p
. . p p . n . .
. . . . p . . .
. . P . P . . .
P . P P . N . P
. . . . B P P .
R . B Q . R K .",
3,21,White,f1e1,"r . b q . r k .
p p . . . p p p
. . p p . n n .
. . . . p . . .
. . P . P . . .
P . P P . N . P
. . . . B P P .
R . B Q . R K .",
3,22,Black,f8e8,"r . b q . r k .
p p . . . p p p
. . p p . n n .
. . . . p . . .
. . P . P . . .
P . P P . N . P
. . . . B P P .
R . B Q R . K .","This seems to indicate Kasparov is considering ...d6-d5, but one would think opening the center could only be good for White's bishops."
3,23,White,e2f1,"r . b q r . k .
p p . . . p p p
. . p p . n n .
. . . . p . . .
. . P . P . . .
P . P P . N . P
. . . . B P P .
R . B Q R . K .",
3,24,Black,c8d7,"r . b q r . k .
p p . . . p p p
. . p p . n n .
. . . . p . . .
. . P . P . . .
P . P P . N . P
. . . . . P P .
R . B Q R B K .",
3,25,White,d1b3,"r . . q r . k .
p p . b . p p p
. . p p . n n .
. . . . p . . .
. . P . P . . .
P . P P . N . P
. . . . . P P .
R . B Q R B K .",
3,26,Black,d8c8,"r . . q r . k .
p p . b . p p p
. . p p . n n .
. . . . p . . .
. . P . P . . .
P Q P P . N . P
. . . . . P P .
R . B . R B K .",
3,27,White,a1b1,"r . q . r . k .
p p . b . p p p
. . p p . n n .
. . . . p . . .
. . P . P . . .
P Q P P . N . P
. . . . . P P .
R . B . R B K .",
3,28,Black,b7b6,"r . q . r . k .
p p . b . p p p
. . p p . n n .
. . . . p . . .
. . P . P . . .
P Q P P . N . P
. . . . . P P .
. R B . R B K .",
3,29,White,g1h2,"r . q . r . k .
p . . b . p p p
. p p p . n n .
. . . . p . . .
. . P . P . . .
P Q P P . N . P
. . . . . P P .
. R B . R B K .","Black probably counted on meeting Bc1-g5 with ...Nf6-h5-f4 with pressure on Ph3. But, Kh2 provides Ph3 extra support, so ...Nf6-h5 is immediately met by g2-g3, leaving Nh5 stranded. So, Bc1-g5 should be prevented."
3,30,Black,h7h6,"r . q . r . k .
p . . b . p p p
. p p p . n n .
. . . . p . . .
. . P . P . . .
P Q P P . N . P
. . . . . P P K
. R B . R B . .","Kasparov is making useful moves, but without committing to a specific plan of offense. Perhaps there isn't one and he's just playing an equal position, in hopes his opponent will allow things to slip a bit."
3,31,White,g2g3,"r . q . r . k .
p . . b . p p .
. p p p . n n p
. . . . p . . .
. . P . P . . .
P Q P P . N . P
. . . . . P P K
. R B . R B . .","This might appear to weaken Nf3, but with Bf1-g2 he shores up his king's position rather neatly. This is the kind of position he could've had straight away. Instead, it's taken him a few moves to get to this and Black is ahead in advancing a plan."
3,32,Black,c8c7,"r . q . r . k .
p . . b . p p .
. p p p . n n p
. . . . p . . .
. . P . P . . .
P Q P P . N P P
. . . . . P . K
. R B . R B . .",
3,33,White,f1g2,"r . . . r . k .
p . q b . p p .
. p p p . n n p
. . . . p . . .
. . P . P . . .
P Q P P . N P P
. . . . . P . K
. R B . R B . .",
3,34,Black,d7e6,"r . . . r . k .
p . q b . p p .
. p p p . n n p
. . . . p . . .
. . P . P . . .
P Q P P . N P P
. . . . . P B K
. R B . R . . .",
3,35,White,f3d2,"r . . . r . k .
p . q . . p p .
. p p p b n n p
. . . . p . . .
. . P . P . . .
P Q P P . N P P
. . . . . P B K
. R B . R . . .",
3,36,Black,a8d8,"r . . . r . k .
p . q . . p p .
. p p p b n n p
. . . . p . . .
. . P . P . . .
P Q P P . . P P
. . . N . P B K
. R B . R . . .",
